NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

NXDOMAIN for bnu.edu.cn

532movie.bnu.edu.cn. 10800 IN A 172.16.215.40
stu.mail.bnu.edu.cn. 7199 IN CNAME mailhz.qiye.163.com.
mailhz.qiye.163.com. 624 IN A 123.58.177.239

stu.mail.bnu.edu.cn. 7199 IN CNAME mailhz.qiye.163.com.
mailhz.qiye.163.com. 624 IN A 123.58.177.239

maker.bnu.edu.cn. 10800 IN A 219.224.31.7

managechild.bnu.edu.cn. 10800 IN A 219.224.19.138

maptqms.bnu.edu.cn. 10800 IN A 219.224.31.9

marx.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

marx.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

math.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

math.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

math0.bnu.edu.cn. 10800 IN A 219.224.31.15

math0.bnu.edu.cn. 7199 IN A 219.224.31.15

math0.bnu.edu.cn. 7199 IN A 219.224.31.15

mathold.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

mathold.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

mathold.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

mathold.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

maxdo.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

maxdo.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

mba.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6422 IN A 60.247.18.6

mba.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6422 IN A 60.247.18.6

mba.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6422 IN A 60.247.18.6

mba.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6422 IN A 60.247.18.6

mba.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6422 IN A 60.247.18.6

mcard.bnu.edu.cn. 7192 IN A 114.255.220.46

mdw.bnu.edu.cn. 10800 IN A 59.64.36.79

mdw.bnu.edu.cn. 7199 IN A 59.64.36.79

media.bnu.edu.cn. 10800 IN CNAME www.bnu.edu.cn.
www.bnu.edu.cn. 2901 IN A 60.247.18.7

meeting.bnu.edu.cn. 10800 IN A 219.224.19.235

mhs.bnu.edu.cn. 10800 IN A 59.64.36.44

mirs.bnu.edu.cn. 10800 IN A 219.224.31.49

mllab.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4401 IN A 60.247.18.9

mrtg.bnu.edu.cn. 7197 IN A 219.224.19.100

mse.bnu.edu.cn. 10800 IN A 202.112.95.194

mstd.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

mstd.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

mti.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

mti.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

ncslb.bnu.edu.cn. 10800 IN A 219.224.19.188

news.bnu.edu.cn. 4651 IN A 60.247.18.10

news.bnu.edu.cn. 4650 IN A 60.247.18.10

news.bnu.edu.cn. 4650 IN A 60.247.18.10

nive.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4401 IN A 60.247.18.9

ns.bnu.edu.cn. 895 IN A 202.112.80.106

ns.bnu.edu.cn. 894 IN A 202.112.80.106

ns.bnu.edu.cn. 894 IN A 202.112.80.106

ns.bnu.edu.cn. 894 IN A 202.112.80.106

ns.bnu.edu.cn. 894 IN A 202.112.80.106

ns.bnu.edu.cn. 894 IN A 202.112.80.106

ns2.bnu.edu.cn. 10800 IN A 202.112.80.168

ns2.bnu.edu.cn. 7199 IN A 202.112.80.168

ns2.bnu.edu.cn. 7199 IN A 202.112.80.168

ns2.bnu.edu.cn. 7199 IN A 202.112.80.168

ns2.bnu.edu.cn. 7199 IN A 202.112.80.168

ns3.bnu.edu.cn. 10800 IN A 114.255.220.20

ns3.bnu.edu.cn. 7199 IN A 114.255.220.20

ocia.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6422 IN A 60.247.18.6

oiec.bnu.edu.cn. 10800 IN A 219.224.19.82

oiec.bnu.edu.cn. 7199 IN A 219.224.19.82

one.bnu.edu.cn. 10800 IN A 114.255.219.18

onewechat.bnu.edu.cn. 3667 IN A 114.255.219.53

onewechat.bnu.edu.cn. 3666 IN A 114.255.219.53

pan.bnu.edu.cn. 10800 IN A 114.255.219.24

pdn.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

phil.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

phil.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

phil.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

philsummer.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

phyanxiu.bnu.edu.cn. 10800 IN A 219.224.19.189

physics.bnu.edu.cn. 10800 IN A 219.224.31.14

physics.bnu.edu.cn. 7199 IN A 219.224.31.14

physics.bnu.edu.cn. 7199 IN A 219.224.31.14

physics.bnu.edu.cn. 7199 IN A 219.224.31.14

physics.bnu.edu.cn. 7199 IN A 219.224.31.14

pingjian.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

plesk2.bnu.edu.cn. 7196 IN A 219.224.19.81

plesk2.bnu.edu.cn. 7196 IN A 219.224.19.81

plesk2014.bnu.edu.cn. 7194 IN A 219.224.19.80

plesk2015.bnu.edu.cn. 7198 IN A 219.224.19.82

plesk3.bnu.edu.cn. 7197 IN A 219.224.19.70

plesk3.bnu.edu.cn. 7197 IN A 219.224.19.70

plesk3.bnu.edu.cn. 7197 IN A 219.224.19.70

plesk4.bnu.edu.cn. 7195 IN A 219.224.19.87

plesklinux1.bnu.edu.cn. 7196 IN A 219.224.19.82

plesklinux2.bnu.edu.cn. 10800 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

plesklinux2.bnu.edu.cn. 7199 IN A 219.224.19.148

pleskold1.bnu.edu.cn. 7191 IN A 219.224.19.49

pmo.bnu.edu.cn. 10800 IN A 219.224.31.56

pop.bnu.edu.cn. 10800 IN CNAME email.bnu.edu.cn.
email.bnu.edu.cn. 6282 IN A 219.142.121.58

portal.bnu.edu.cn. 10800 IN A 114.255.219.18

portal.bnu.edu.cn. 7199 IN A 114.255.219.18

portal.bnu.edu.cn. 7199 IN A 114.255.219.18

prsc.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

prsc.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

zyfw.prsc.bnu.edu.cn. 10800 IN A 219.143.237.166

psy-abc.bnu.edu.cn. 10800 IN A 59.64.36.2

psy-abc.bnu.edu.cn. 7199 IN A 59.64.36.2

psych.bnu.edu.cn. 893 IN A 59.64.36.2

psych.bnu.edu.cn. 892 IN A 59.64.36.2

psych.bnu.edu.cn. 892 IN A 59.64.36.2

psych.bnu.edu.cn. 892 IN A 59.64.36.2

psych-lab.bnu.edu.cn. 10800 IN A 59.64.36.2

book.psych.bnu.edu.cn. 10800 IN CNAME plesk3.bnu.edu.cn.
plesk3.bnu.edu.cn. 7199 IN A 219.224.19.70

psykeylab.bnu.edu.cn. 10800 IN A 59.64.36.2

pub.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

pub.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

pxzx.bnu.edu.cn. 10800 IN A 219.143.237.227

qgxxtylm.bnu.edu.cn. 10800 IN A 219.224.19.96

qigongshuyuan.bnu.edu.cn. 10800 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

qxk.bnu.edu.cn. 10800 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

qxk.bnu.edu.cn. 7199 IN A 59.64.36.82

radiopharm.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

ramm.bnu.edu.cn. 6935 IN A 219.224.19.82

ramm.bnu.edu.cn. 6934 IN A 219.224.19.82

rcde.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

robot.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

robot.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

rsgyy.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

rsgyy.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

rus.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4400 IN A 60.247.18.9

rws.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6421 IN A 60.247.18.6

rws.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6421 IN A 60.247.18.6

rws.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6421 IN A 60.247.18.6

sc.bnu.edu.cn. 10800 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

sc.bnu.edu.cn. 7199 IN CNAME plesk2.bnu.edu.cn.
plesk2.bnu.edu.cn. 7199 IN A 219.224.19.81

www.sce.bnu.edu.cn. 10800 IN A 60.247.18.141

scett.bnu.edu.cn. 10800 IN A 60.247.18.150

guoji.scett.bnu.edu.cn. 10800 IN A 60.247.18.141

m.guoji.scett.bnu.edu.cn. 10800 IN A 60.247.18.141

mail.scett.bnu.edu.cn. 10800 IN A 60.247.18.145

mail.scett.bnu.edu.cn. 7199 IN A 60.247.18.145

mail.scett.bnu.edu.cn. 7199 IN A 60.247.18.145

mail.scett.bnu.edu.cn. 7199 IN A 60.247.18.145

mail.scett.bnu.edu.cn. 7199 IN A 60.247.18.145

www.scett.bnu.edu.cn. 10800 IN A 60.247.18.11

www.scett.bnu.edu.cn. 7199 IN A 60.247.18.11

www.scett.bnu.edu.cn. 7199 IN A 60.247.18.11

www.scett.bnu.edu.cn. 7199 IN A 60.247.18.11

www.scett.bnu.edu.cn. 7199 IN A 60.247.18.11

www.scett.bnu.edu.cn. 7199 IN A 60.247.18.11

www.scett.bnu.edu.cn. 7199 IN A 60.247.18.11

www.scett.bnu.edu.cn. 7199 IN A 60.247.18.11

sciencepark.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

sctl.bnu.edu.cn. 3600 IN A 220.250.64.225

www.sds.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

sdxs.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

sdxs.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 7199 IN A 60.247.18.6

sdyp.bnu.edu.cn. 10800 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

help.sdyp.bnu.edu.cn. 10800 IN A 114.255.218.252

help.sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

help.sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

help.sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

help.sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

help.sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

help.sdyp.bnu.edu.cn. 7199 IN A 114.255.218.252

www.sdyp.bnu.edu.cn. 0 IN A 220.250.64.225

www.sdyp.bnu.edu.cn. 3600 IN A 220.250.64.225

www.sdyp.bnu.edu.cn. 3599 IN A 220.250.64.225

www.sdyp.bnu.edu.cn. 3599 IN A 220.250.64.225

www.sdyp.bnu.edu.cn. 3599 IN A 220.250.64.225

www.sdyp.bnu.edu.cn. 3599 IN A 220.250.64.225

www.sdyp.bnu.edu.cn. 3599 IN A 220.250.64.225

www.sdyp.bnu.edu.cn. 3599 IN A 220.250.64.225

www.sdyp.bnu.edu.cn. 3599 IN A 220.250.64.225

www.sdyp.bnu.edu.cn. 3599 IN A 220.250.64.225

seba.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6420 IN A 60.247.18.6

security.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4399 IN A 60.247.18.9

serm.bnu.edu.cn. 10800 IN CNAME plesk2015.bnu.edu.cn.
plesk2015.bnu.edu.cn. 7199 IN A 219.224.19.82

serm.bnu.edu.cn. 7199 IN CNAME plesk2015.bnu.edu.cn.
plesk2015.bnu.edu.cn. 7199 IN A 219.224.19.82

sf.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4399 IN A 60.247.18.9

sf.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4399 IN A 60.247.18.9

www.sfll.bnu.edu.cn. 10800 IN A 59.64.36.62

www.sfll.bnu.edu.cn. 7199 IN A 59.64.36.62

sflm.bnu.edu.cn. 10800 IN A 202.112.82.66

sflm.bnu.edu.cn. 7199 IN A 202.112.82.66

sflm.bnu.edu.cn. 7199 IN A 202.112.82.66

sflm.bnu.edu.cn. 7199 IN A 202.112.82.66

www.sg.bnu.edu.cn. 10800 IN A 59.64.36.19

www.sg.bnu.edu.cn. 7199 IN A 59.64.36.19

xy.sg.bnu.edu.cn. 10800 IN A 219.224.19.80

sgsw.bnu.edu.cn. 10800 IN CNAME plesk4.bnu.edu.cn.
plesk4.bnu.edu.cn. 7199 IN A 219.224.19.87

shzl.bnu.edu.cn. 10800 IN A 59.64.36.24

sjc.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4399 IN A 60.247.18.9

sjc.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4399 IN A 60.247.18.9

skc.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6420 IN A 60.247.18.6

sli.bnu.edu.cn. 10800 IN A 219.224.19.80

sli.bnu.edu.cn. 7199 IN A 219.224.19.80

slp.bnu.edu.cn. 10800 IN CNAME fep-web.sdp.101.com.
fep-web.sdp.101.com. 599 IN A 43.231.144.238
fep-web.sdp.101.com. 599 IN A 43.231.150.41
fep-web.sdp.101.com. 599 IN A 43.231.144.252
fep-web.sdp.101.com. 599 IN A 43.231.148.161
fep-web.sdp.101.com. 599 IN A 43.231.144.237
fep-web.sdp.101.com. 599 IN A 43.231.148.159
fep-web.sdp.101.com. 599 IN A 43.231.148.160
fep-web.sdp.101.com. 599 IN A 43.231.144.248
fep-web.sdp.101.com. 599 IN A 43.231.144.251
fep-web.sdp.101.com. 599 IN A 43.231.144.250
fep-web.sdp.101.com. 599 IN A 43.231.148.158
fep-web.sdp.101.com. 599 IN A 43.231.150.42

slp.bnu.edu.cn. 7199 IN CNAME fep-web.sdp.101.com.
fep-web.sdp.101.com. 599 IN A 43.231.144.238
fep-web.sdp.101.com. 599 IN A 43.231.150.41
fep-web.sdp.101.com. 599 IN A 43.231.144.252
fep-web.sdp.101.com. 599 IN A 43.231.148.161
fep-web.sdp.101.com. 599 IN A 43.231.144.237
fep-web.sdp.101.com. 599 IN A 43.231.148.159
fep-web.sdp.101.com. 599 IN A 43.231.148.160
fep-web.sdp.101.com. 599 IN A 43.231.144.248
fep-web.sdp.101.com. 599 IN A 43.231.144.251
fep-web.sdp.101.com. 599 IN A 43.231.144.250
fep-web.sdp.101.com. 599 IN A 43.231.148.158
fep-web.sdp.101.com. 599 IN A 43.231.150.42

sms.bnu.edu.cn. 10800 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

sms.bnu.edu.cn. 7199 IN A 219.224.19.48

NXDOMAIN for sne.bnu.edu.cn

NXDOMAIN for sne.bnu.edu.cn

NXDOMAIN for sne.bnu.edu.cn

NXDOMAIN for sne.bnu.edu.cn

NXDOMAIN for sne.bnu.edu.cn

NXDOMAIN for sne.bnu.edu.cn

NXDOMAIN for sne.bnu.edu.cn

NXDOMAIN for sne.bnu.edu.cn

NXDOMAIN for sne.bnu.edu.cn

NXDOMAIN for sne.bnu.edu.cn

sne.bnu.edu.cn<BR>web.sne.bnu.edu.cn. 3600 IN A 220.250.64.225

sne.bnu.edu.cn<BR>web.sne.bnu.edu.cn. 3599 IN A 220.250.64.225

sne.bnu.edu.cn<BR>web.sne.bnu.edu.cn. 3599 IN A 220.250.64.225

sne.bnu.edu.cn<BR>web.sne.bnu.edu.cn. 3599 IN A 220.250.64.225

sne.bnu.edu.cn<BR>web.sne.bnu.edu.cn. 3599 IN A 220.250.64.225

sne.bnu.edu.cn<BR>web.sne.bnu.edu.cn. 3599 IN A 220.250.64.225

sne.bnu.edu.cn<BR>web.sne.bnu.edu.cn. 3599 IN A 220.250.64.225

jszg.sne.bnu.edu.cn. 10208 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

jszg.sne.bnu.edu.cn. 7199 IN A 119.254.111.206

mail.sne.bnu.edu.cn. 10800 IN A 60.247.18.145

web.sne.bnu.edu.cn. 10294 IN A 60.247.18.140

web.sne.bnu.edu.cn. 7199 IN A 60.247.18.140

web.sne.bnu.edu.cn. 7199 IN A 60.247.18.140

web.sne.bnu.edu.cn. 7199 IN A 60.247.18.140

web.sne.bnu.edu.cn. 7199 IN A 60.247.18.140

web.sne.bnu.edu.cn. 7199 IN A 60.247.18.140

web.sne.bnu.edu.cn. 7199 IN A 60.247.18.140

web.sne.bnu.edu.cn. 7199 IN A 60.247.18.140

web.sne.bnu.edu.cn. 7199 IN A 60.247.18.140

web.sne.bnu.edu.cn. 7199 IN A 60.247.18.140

www.sne.bnu.edu.cn. 9482 IN A 60.247.18.130

software.bnu.edu.cn. 10800 IN A 219.224.19.251

ssdpp.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4399 IN A 60.247.18.9

ssdpp.bnu.edu.cn. 7199 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4399 IN A 60.247.18.9

sslvpn.bnu.edu.cn. 10800 IN A 114.255.218.202

sss.bnu.edu.cn. 10800 IN A 219.224.31.12

sss.bnu.edu.cn. 7199 IN A 219.224.31.12

sss.bnu.edu.cn. 7199 IN A 219.224.31.12

stat.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6420 IN A 60.247.18.6

stat.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6420 IN A 60.247.18.6

stem.bnu.edu.cn. 10800 IN A 59.64.36.71

stem.bnu.edu.cn. 7199 IN A 59.64.36.71

stem2012.bnu.edu.cn. 10800 IN A 59.64.36.71

stemet.bnu.edu.cn. 10800 IN A 219.224.19.80

survey.bnu.edu.cn. 10800 IN A 219.224.19.80

swxtb.bnu.edu.cn. 10800 IN A 219.224.31.6

swxtb.bnu.edu.cn. 7199 IN A 219.224.31.6

www.syhls.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

szsw.bnu.edu.cn. 10800 IN A 59.64.36.96

szsw.bnu.edu.cn. 7199 IN A 59.64.36.96

test2.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 4399 IN A 60.247.18.9

thinking.bnu.edu.cn. 10800 IN A 219.224.19.19

time.bnu.edu.cn. 10800 IN A 202.112.80.198

tryer.bnu.edu.cn. 10800 IN CNAME cms2014.bnu.edu.cn.
cms2014.bnu.edu.cn. 7199 IN A 60.247.18.9

tyx.bnu.edu.cn. 10800 IN A 59.64.36.41

www.tyx.bnu.edu.cn. 10800 IN CNAME tyx.bnu.edu.cn.
tyx.bnu.edu.cn. 7199 IN A 59.64.36.41

www.tyx.bnu.edu.cn. 7199 IN CNAME tyx.bnu.edu.cn.
tyx.bnu.edu.cn. 7199 IN A 59.64.36.41

tzb.bnu.edu.cn. 10800 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6419 IN A 60.247.18.6

tzb.bnu.edu.cn. 7199 IN CNAME cms2012.bnu.edu.cn.
cms2012.bnu.edu.cn. 6419 IN A 60.247.18.6

ucsec.bnu.edu.cn. 10800 IN CNAME plesk2.bnu.edu.cn.
